logFC	logCPM	LR	PValue	FDR
OLFML1	0.145835271203799	3.2593631058856	0.0412632881356805	0.839030554974849	1
TNPO2	0.282663961425442	4.06817919690634	0.0412605583432857	0.839035806736882	1
GGPS1	0.252154781078432	3.40912648410969	0.0412556447863821	0.839045260230879	1
GYPA	0.226876366142929	2.05722796324241	0.041255023337941	0.839046455915471	1
PNMA1	-0.223216887237106	4.98344594021835	0.0412358846612726	0.839083283869602	1
BRMS1L	0.304852456214408	2.06136083230721	0.0412260755367093	0.83910216270906	1
NANOGP5	-0.390359709026125	2.06019157502889	0.0412129182923344	0.839127489080083	1
CLSPN	-0.260022098053112	1.55668441093349	0.0412089766044677	0.839135077251855	1
CYP51A1-AS1	-0.317746374163135	0.845137441563412	0.0411894847859333	0.839172606647939	1
KRT82	-0.317746374163135	0.845137441563412	0.0411894847859333	0.839172606647939	1
ARHGAP20	0.137512273094485	2.78405165691858	0.041166130956209	0.839217584107407	1
CC2D2B	0.18306080114953	3.15220964049866	0.0411644071406823	0.839220904553625	1
TMEM202-AS1	0.415316507966018	0.923547152342687	0.0411439541148759	0.839260307086415	1
SPTLC1P1	0.415316457999622	0.923547152342687	0.0411398777206422	0.839268161434331	1
PLK2	-0.193773837085023	7.76053931732975	0.0411259725118942	0.839294956873645	1
NQO2	-0.147807377610443	5.09718466967407	0.0411111839146354	0.839323459784794	1
ENSG00000279527	0.414455740510689	0.919740806946449	0.0410999536311536	0.839345108119513	1
SF1	-0.356643668375817	4.68939185979271	0.041096703649437	0.839351373601918	1
ENSG00000267142	0.414455838113403	0.919740806946449	0.0410893559893024	0.839365539750951	1
DCLK2	0.203301163482633	2.73805155513592	0.0410605168806111	0.839421153752854	1
ENSG00000279077	0.182919119639117	3.27560410401506	0.0410554421158995	0.839430942149591	1
DFFB	0.157144969225199	3.94897854447637	0.0410503288697184	0.83944080540783	1
ENSG00000284618	-0.359576874258467	1.00424522310765	0.0410450106684284	0.839451064695202	1
SLC7A6OS	-0.251386257543346	3.62351475853041	0.0410400836889728	0.839460569898029	1
TCAM1P	0.205855247088532	1.14835941034549	0.0410012904419368	0.839535431172457	1
ENSG00000257002	0.248046364319291	1.55097870983118	0.0409919546223882	0.839553452474768	1
STARD7-AS1	-0.207721963189734	2.00123458084454	0.0409903837584924	0.839556484985537	1
MUS81	-0.374411314785445	5.78715627622755	0.0409881955664311	0.839560709332649	1
ADAM9	-0.185051296875187	6.09622410787873	0.0409847640242678	0.839567334227575	1
LINC00506	-0.304298633770213	1.75014743375114	0.0409599112814387	0.839615323260177	1
ADAMTS9	-0.165450326677204	6.02041600440287	0.0409573447796827	0.839620279871653	1
ENSG00000269243	-0.267960659464857	1.0664370129207	0.0409536079963146	0.839627496903597	1
ENSG00000287346	0.181949886314298	1.85363019620914	0.0409514766534489	0.839631613423504	1
L3HYPDH	0.341928278638897	3.74407356825758	0.0409358810974929	0.839661738398216	1
MED28-DT	0.272748298068091	1.6976082890807	0.0409299329238042	0.839673229692465	1
ARSA	0.226119901107379	6.83679738375955	0.0409296919244539	0.83967369529814	1
ZNF490	-0.275458086473895	2.8240016650296	0.0408841082441089	0.839761787682308	1
SH3BP5L	0.305521559246276	4.8030292480823	0.0408784686772776	0.839772689935585	1
RPL37P18	-0.226127307473051	2.35500782000463	0.0408653798442273	0.83979799591949	1
HNRNPM	-0.18134730687566	4.33265749744537	0.0408530363517094	0.839821864725142	1
ENSG00000279261	-0.316335535207257	0.844948913668211	0.0408434132543656	0.839840475663577	1
IL23R	-0.316335535207257	0.844948913668211	0.0408434132543656	0.839840475663577	1
ENSG00000280069	-0.347312874503331	1.85601489349902	0.0408424274915422	0.839842382244222	1
TOR1A	-0.241324259709941	6.84990431979967	0.0408376792072538	0.839851566317153	1
TMEM98	0.266241511404452	4.13335931467858	0.0408287558462348	0.839868827275666	1
NCR3LG1	0.229474394240337	2.66755048208932	0.0408259681812009	0.839874220015202	1
ANKS1A	0.190368344265805	7.5784850929887	0.0408259505043311	0.839874254211727	1
ENSG00000261737	-0.285855892174977	1.77742727346024	0.0408132282565195	0.839898867845867	1
CRYZL2P	0.189083798495726	3.58605907683389	0.0408044860871311	0.839915783567762	1
PCNX3	0.179558194300716	6.03472195044727	0.0407758536729155	0.83997119926617	1
CNTNAP1	-0.257653474984493	2.61121447620427	0.0407460252555882	0.840028951271092	1
ZNF549	-0.177119908546477	2.53593640044273	0.0407307093714806	0.840058613522081	1
RAB11B-AS1	-0.152667593554381	4.36690083636862	0.0407288454788537	0.840062223716404	1
PPFIBP1	-0.144423340866521	8.00625066974083	0.0407245091292339	0.840070623172816	1
CUX1	-0.139937458489813	7.26023050368236	0.0407218476128994	0.840075778728034	1
NAA25	-0.286214876875964	4.92017929148024	0.040688010634824	0.840141338763667	1
FNIP1	-0.277986127450156	6.00455596225609	0.0406576812230668	0.840200126912324	1
DPYSL4	0.271548899831202	1.62613399556519	0.0406531240607571	0.840208962129334	1
SMG8	0.298755327835084	4.2523572490255	0.0406194799395543	0.840274205758973	1
DHCR7	0.186460047233273	4.79060249207456	0.0406096442168344	0.840293284781293	1
ENSG00000258509	-0.3212012836535	1.05114367424578	0.0405559813396277	0.840397420693658	1
CXCR5	-0.187705651857315	1.32900189513963	0.0405423341890909	0.840423915209812	1
CBX2	-0.226899207598834	4.01984070934446	0.0405388124228576	0.840430753103974	1
NKAPD1	0.294782548209442	4.33454212281907	0.0405366330865959	0.840434984678385	1
CDKN1B	0.19944075898626	5.2368534499037	0.0405289030512197	0.840449994890767	1
PLA2G4E-AS1	-0.263827764597117	0.873032837818256	0.0405212676297575	0.84046482284378	1
UIMC1	-0.234116429734339	5.5883755011513	0.0404735673689203	0.840557489452985	1
CIART	-0.297363316508794	2.3519923420225	0.0404617823919278	0.840580392709436	1
SPATA9	0.176391705418137	3.66665949256042	0.0404555444210981	0.840592517162396	1
SLC2A10	-0.276695699017458	4.31948728814401	0.0404483776951139	0.84060644799405	1
PRX	0.219027392039255	4.55564476845584	0.0404362514504992	0.840630022166345	1
ZNF584	0.299190954233509	3.41807085989488	0.0404013551389006	0.840697883289817	1
CCDC89	-0.176382042787814	1.32148360533266	0.0404000976273426	0.840700329279147	1
ENSG00000243280	-0.206953724857229	1.91043895697821	0.0403844229992352	0.840730821367354	1
KCNJ2-AS1	-0.406197416871042	1.44634209524816	0.0403795382450145	0.840740325010907	1
ZNF823	-0.263454362924992	2.50554584098593	0.040347985319924	0.840801727928027	1
ENSG00000272418	0.293339601961708	0.992658765017118	0.0403406649148987	0.840815977220164	1
PAXBP1-AS1	-0.202351096403678	3.09786420569009	0.0402955322575362	0.840903858425176	1
ENSG00000254905	0.199098929509198	1.31379634418841	0.0402949680545159	0.840904957351412	1
PLPP3	0.194275858186555	9.58876760781242	0.0402784296249692	0.840937173628296	1
PSMA8	0.409662187071913	0.918524727414811	0.0402586381076366	0.840975735850281	1
RNFT1	0.262426927548884	2.53171099022588	0.0402544849045157	0.840983829293009	1
ENSG00000260107	0.409662143765682	0.918524727414811	0.0402530232696181	0.840986677717972	1
PRPF18	0.186878104591336	2.34781382293226	0.0402499259343365	0.840992713963424	1
LINC00867	0.204126365150146	1.06371179720161	0.0402376478802076	0.841016644440852	1
UBTD2	-0.311672337531786	4.37619175736152	0.0402368665426813	0.841018167431214	1
TSPAN31	0.217736568814492	5.02139000661618	0.0402311570592424	0.841029296876264	1
R3HDM1	0.244541742051986	4.04200589539873	0.040226331564682	0.841038703810268	1
Y_RNA	0.36117100224599	0.99680304663352	0.0402229947273378	0.841045209063702	1
CNTROB	-0.228012960199131	3.98468337192709	0.0402169769330278	0.841056941623865	1
DIPK2A	0.216687973805321	5.73070286248538	0.0402109445267413	0.841068703588645	1
KLHL17	0.272512216414091	2.75486819102571	0.0402050758411576	0.841080147212114	1
TCIRG1	0.225519114131662	4.4292544420015	0.0401825421640911	0.841124094753049	1
LINC02525	0.279512588864939	0.884499325746118	0.0401656859341939	0.841156977921863	1
CRISP3	-0.196628699794357	1.37488711519074	0.0401497459751461	0.841188080230761	1
GPC2	0.275102292455851	1.08173910464544	0.0401064534189786	0.841272585795433	1
AEBP2	-0.166503201139637	6.03247541664849	0.0401008413788233	0.84128354377542	1
DDX41	-0.342627158000911	3.39388395829188	0.0400952669955039	0.841294429016814	1
ENSG00000272156	-0.275718261472163	2.57481460897524	0.0400455917516656	0.841391465916756	1
LZTS3	0.228642018964808	4.78312590905398	0.0400454819735501	0.841391680429451	1
ENSG00000261468	0.183168265090908	2.57394819330555	0.0400197661092108	0.841441939122957	1
ENSG00000224525	0.206450790554064	1.49613559664639	0.0400062063498066	0.841468446872547	1
POLR2L	0.215496145533411	6.8801070874193	0.0400046961338703	0.841471399457856	1
RN7SL689P	-0.249128227721837	1.87835553143573	0.0399996430805434	0.841481278977142	1
ERP27	-0.223305224500112	2.53310817636446	0.0399693874457316	0.841540447114611	1
TMEM126A	-0.186127806626267	2.41364929223921	0.0399405638104575	0.841596836489348	1
TTC23L-AS1	0.230287227316449	1.06465546370774	0.0399155675975926	0.841645755186348	1
ENSG00000232867	0.233745248296864	1.07245847681737	0.039911739408744	0.841653248528075	1
ENSG00000285958	-0.20803644231406	0.94351400836102	0.0398951413062836	0.841685742171995	1
KCNK6	-0.293115816144899	4.61769557128447	0.0398847113979599	0.841706164109987	1
ENSG00000259336	0.167446316925838	1.72298890278715	0.0398712088777895	0.841732606398874	1
TPTE2P5	0.135049022822464	2.69725086397544	0.0398663603278253	0.841742102559381	1
MGAT4B	-0.269470670623631	3.71899888548629	0.0398602757704936	0.841754020360174	1
RNF138	0.196380162878399	4.61732829665294	0.03982990899725	0.841813513795826	1
PLA2G7	0.263827351751459	4.15198970150026	0.0398293877088065	0.841814535290316	1
HECTD3	-0.204360746462457	5.85382283911582	0.0398153189676762	0.841842106418108	1
APCDD1	0.209582625476554	6.60931673709125	0.0397908159536584	0.841890138142876	1
ENSG00000248794	-0.330372179655994	1.84184869396525	0.0397704833774473	0.841930006494898	1
AK1	-0.380527706364422	2.0941505263884	0.0397611319044255	0.841948346529587	1
SDHAF2	-0.347345063374189	3.05561603197769	0.0397504305392662	0.841969336713617	1
MAPRE3	-0.220364702051104	5.91894796482992	0.0397373989958538	0.841994901391186	1
SPINT1	-0.326769935154236	7.96369553369765	0.0397366453180261	0.841996380054714	1
LINC01695	0.234934294547545	5.34595307549812	0.0397322386155423	0.842005025990642	1
TUFM	0.298693804543975	1.98464587816467	0.0397312298319861	0.842007005290817	1
BTBD10P2	0.287163013093763	1.58083411003794	0.0397215581775896	0.842025983043655	1
HSPBP1	-0.303684198342208	2.41225103909238	0.039706360752497	0.842055808335946	1
ENSG00000270720	0.268973201561118	2.34600053152183	0.0396896938039593	0.842088524425079	1
IRX3	0.225666566225224	0.969964687136017	0.0396878050708569	0.8420922323305	1
CDK13	-0.189240572266457	6.11551330197526	0.0396820925517716	0.842103447538713	1
BACH2	0.146241200739833	4.37006776941754	0.0396760879749465	0.842115237039444	1
ENSG00000245552	0.147525293629688	3.50266409794449	0.0396634917556318	0.84213997171086	1
CACNG4	0.204527734166002	2.00895738833535	0.0396569653776204	0.842152788893573	1
DOCK11P1	0.369538396656685	1.67108192575191	0.0396475067298425	0.842171366720172	1
SNHG9	-0.356193315027437	1.32493108562476	0.0396364395291773	0.842193106847075	1
PELI2	-0.173980475237414	4.1891383661159	0.0395995519745327	0.842265590613925	1
ZNF658B	0.274679055364631	0.975232247855318	0.0395962285997946	0.842272122743389	1
DNAJB5	-0.26833953404593	2.07417654968154	0.0395880315613919	0.84228823533058	1
SGTB	0.216235130450186	4.35589999180308	0.0395256029709792	0.842411005627246	1
RNF122	0.218843047837502	2.41990835996719	0.0395253596155332	0.842411484400303	1
ENSG00000286797	-0.314453835132124	2.28176926696775	0.0394777783200677	0.842505124424783	1
ARSB	-0.143383505651528	6.53394431257925	0.0394670332458507	0.842526278856542	1
GPR85	0.180216746371199	3.32601250354333	0.0394638978845236	0.842532452182816	1
DOP1B	0.13559952528147	5.72961035594907	0.0394477816212579	0.842564188099625	1
S1PR5	0.25347312242936	1.21112067101656	0.0394327782841533	0.842593738515194	1
ATP10A	-0.158127915889749	3.97481401470458	0.0394098371424842	0.842638934448146	1
NLK	0.337262427176687	3.29775934123748	0.0393949466462082	0.842668277266582	1
RAB10	0.188225532871054	6.27211288023126	0.0393939096170666	0.842670321023476	1
TMEM108	-0.157887003007098	4.59740218700548	0.0393811310882262	0.842695506995296	1
ENSG00000254556	-0.195711566425027	1.42418441652913	0.0393808975900978	0.842695967250324	1
LIG3	-0.209492954283493	5.86249076501301	0.039379956968606	0.842697821351376	1
ZBTB45	0.366380517548432	2.15963027878839	0.0393769784342854	0.842703692625296	1
ENSG00000275479	-0.222808845211575	1.15454910318427	0.0393597367361949	0.8427376839215	1
GOSR1	0.182482125713191	4.35965645615443	0.0393153780227209	0.842825170874003	1
PLEKHG2	-0.190139918286028	6.39151367614166	0.0393010132613103	0.842853512924275	1
ENSG00000285878	0.169192289271844	3.96729839940986	0.0392917082888342	0.842871874751514	1
ZNF552	-0.301622563654581	3.71439538633725	0.0392793628672194	0.84289623989138	1
MTFR1L	-0.301425071880188	5.58620843659972	0.0392741867375435	0.842906456775356	1
ENSG00000285756	0.242301601742513	2.66503328815807	0.0392608254597793	0.842932833117606	1
TTN	0.174006668072157	4.37809681614585	0.0392604056075871	0.842933662018493	1
TXLNB	-0.302441046901911	1.82447874236367	0.0392600856557301	0.842934293692404	1
MAGI2	-0.14853723566558	3.28253168536358	0.0392523594214467	0.842949548239064	1
ZNF30	-0.173580461402705	3.33854631159971	0.0392393935390452	0.842975151365183	1
KLC2-AS1	-0.272046940797107	1.37343312529377	0.0392366723645505	0.842980525300233	1
C9orf40	0.305462531161574	2.73789856530417	0.039229628279946	0.842994437271381	1
MYBPH	0.240261349057461	1.41911201795928	0.0392054223255123	0.843042253598336	1
BCDIN3D	-0.212185521883228	2.6198501712107	0.0391994406668363	0.843054072101935	1
FBXL5	-0.189037601432953	4.90322040634083	0.0391924326942679	0.843067919578737	1
RIMS3	-0.254639032013446	3.92915644049085	0.0391881601473649	0.843076362593838	1
HNRNPC	0.187035620327602	7.24560537362229	0.0391858180919176	0.843080990951836	1
SETD1A	-0.352901463686673	3.97406226453282	0.039172272767221	0.8431077619732	1
MTMR12	-0.216384151303199	4.94287831979885	0.039165877728081	0.843120402819689	1
STING1	0.300621137789107	5.59280834278576	0.0391451469588766	0.843161387968796	1
ENSG00000228401	-0.358344131359965	1.00773741887109	0.0391362682665486	0.84317894477196	1
ENSG00000239593	0.359206039223191	1.00241945190592	0.0391326518216095	0.843186096554657	1
ENSG00000269069	-0.354755641702928	1.00357806333288	0.0391215511146745	0.843208051154393	1
CDH1	0.190981060890734	8.14454251741271	0.0391156852001195	0.843219653867294	1
SHE	-0.164276421796578	5.94707603810547	0.0391126979263454	0.843225563008581	1
LYSMD1	0.378528820279539	2.88315867578698	0.039098176123801	0.843254292000384	1
CYP20A1	-0.150749359338802	6.22627956589037	0.0390961629170441	0.843258275235519	1
HYOU1	0.261949023658573	7.97465029724945	0.0390821119808571	0.843286078717414	1
ENSG00000258028	-0.191495598222158	3.21530003858386	0.039067828790067	0.8433143470996	1
GOLGA1	0.149080804873713	5.87813101078327	0.039063220418396	0.843323468841148	1
ENSG00000248954	0.176017236675398	2.64021137947656	0.0390418693553016	0.843365738111527	1
DNASE1	-0.192492388101296	5.91891526746655	0.0390313632295847	0.843386541778057	1
GUSBP11	-0.248256164740904	5.60267198873361	0.0390093111178373	0.843430217650342	1
NFATC3	-0.256116485296999	4.07212401901328	0.0390068908657817	0.843435011923314	1
FXN	-0.206296162067889	5.42597349286127	0.0390060721228629	0.84343663380468	1
WDR73	-0.253962282161698	5.18001326010236	0.0389933056930474	0.843461925636373	1
FAM189A2	0.226007019124024	3.04288415224392	0.0389923990505103	0.843463721967783	1
NAALADL2	0.144144096410225	7.48423951412833	0.0389847917252153	0.843478795220936	1
KAT8	0.178203413886616	5.94257602073954	0.0389815164873024	0.843485285290424	1
CTTNBP2NL	-0.239908719225027	7.11091204450319	0.0389772695900206	0.843493701179819	1
ZNF711	-0.294556587293401	1.67506963836558	0.038971035218502	0.843506056422385	1
SSRP1	0.335788033904968	5.0768126930215	0.0389388975195573	0.843569763029062	1
ENSG00000273449	-0.205237461273839	1.25374371587314	0.0389139293971255	0.843619276229353	1
MIR5687	0.298262330311879	1.96926423729937	0.0389026840422133	0.843641581794783	1
CACNA2D1	0.230660058615404	3.05171545096433	0.0389010392623277	0.843644844555521	1
ZNF280D	-0.238590917295642	4.94892242321636	0.0388868736136665	0.84367294801324	1
FASTK	-0.173524323600206	3.81424350153215	0.038877652825029	0.843691244141222	1
CARD8-AS1	0.283877770490775	3.39235485079577	0.0388729711092211	0.843700534585932	1
SMIM15-AS1	-0.178537674239427	2.32392746775381	0.0388613194175438	0.843723658845516	1
MSRA	0.182462210251054	3.97592724683483	0.0388480107207538	0.843750076048304	1
GDF11	-0.191886627416372	1.45192838736582	0.038837365989016	0.843771208776397	1
FAM185A	0.311189848608262	1.32211899213714	0.0388364467960383	0.843773033769058	1
ENSG00000272076	-0.386715304392985	0.902790501279318	0.038821220728205	0.843803267314613	1
MIR4653	0.258160304630502	2.25719437574298	0.0388186592437592	0.843808354115241	1
ENSG00000222588	-0.342648513044594	1.33717891582094	0.038800376196038	0.843844667117705	1
SOX6	0.156451419454365	4.67223684112611	0.0387896713345119	0.843865932778252	1
DCTN6	-0.255563504839386	4.7327277338911	0.0387773411380827	0.843890431013269	1
CHRDL1	-0.332742252804307	4.16077220342309	0.0387735249890575	0.843898013943939	1
HSPA14	-0.314473506036702	1.38230514233007	0.0387648600191675	0.843915233229308	1
SNORA70F	0.261902957468212	2.47647107978738	0.0387598812388799	0.843925128113615	1
PPP1R12A-AS1	-0.386796249288784	1.26044404478666	0.0387384482986768	0.843967731721146	1
GASK1B	0.364098977626603	6.1675854671027	0.03873214732333	0.843980258895843	1
NKTR	-0.22650522436563	5.72233971962488	0.0387247796009724	0.843994908247543	1
OIP5-AS1	0.305878822325108	6.02765672197379	0.0387124299364778	0.844019466515785	1
PTBP3	-0.128816866859942	8.97093000123287	0.0387077965090938	0.844028681496104	1
FAM86HP	-0.207099590894839	3.34171548246068	0.0387047528773561	0.84403473499576	1
ZNF862	0.215186453375074	5.76923576464411	0.0386990642971945	0.844046049714022	1
OGFOD1	-0.264117137670323	5.02194427105566	0.0386914408568693	0.844061214268695	1
HEATR6	-0.25219525096334	3.05072380726155	0.0386841844612391	0.844075650139265	1
TBC1D2	0.243477798639203	4.9456264207645	0.0386768941469136	0.844090154903938	1
BATF2	-0.287808219098352	1.80156624185684	0.0386317598971164	0.844179985353734	1
ENSG00000265094	0.394528931804717	0.908761779926216	0.0386042569082914	0.844234751128368	1
PPP4R3C	0.227738724381659	1.58966232677477	0.0385963359860639	0.844250527551569	1
ELMO3	0.324298641932906	3.79662223254456	0.0385886271848612	0.844265883099174	1
RPS3P6	0.303530805172415	1.13875651238563	0.0385827573668092	0.844277576552347	1
ENSG00000288899	0.243390906645216	6.21130171090643	0.038562779428883	0.844317382168786	1
LSM12	-0.216153379952047	1.95565958371808	0.038550742330802	0.844341371000687	1
OPTN	0.15361871703448	6.2953059811032	0.0385434788267967	0.844355848379329	1
PUS3	-0.226133768670559	3.21909559988221	0.0385228062598895	0.844397060019186	1
LCP1	0.128032880228244	8.50341640102013	0.0385180238938201	0.844406595504497	1
ATP6AP1	0.278330448680646	7.11658313202208	0.0384997091368149	0.8444431187	1
RNU6-1283P	-0.187633791889222	1.16096049973377	0.0384832024802844	0.844476043921173	1
PITPNM1	0.245794072721005	2.90202186489581	0.0384827480186072	0.844476950522896	1
ENSG00000253875	-0.192608564467085	1.34921350987526	0.0384728669465986	0.844496663563778	1
DOCK5	-0.14651635811767	8.26132732096156	0.0384635167289638	0.844515319954899	1
PTTG1IP	-0.126944197373007	10.0352068208459	0.0384538162026757	0.844534677802199	1
SNORD53B	0.16816658529564	1.85966962006214	0.0384396567414527	0.844562938211856	1
TSPAN2	-0.15682989700247	3.09929427783737	0.0384393147598221	0.844563620828749	1
RPS2P36	0.216580639577558	3.72326727955821	0.0384322438810898	0.844577735455116	1
CD40	0.171901840697068	3.22467206275479	0.0384191826263276	0.844603811394425	1
UBXN6	-0.227190300782572	7.04699613065687	0.0383743761521487	0.844693299579761	1
ZNF626	0.264025752436482	5.89777675347033	0.0383687811731832	0.844704477767729	1
MYO18A	-0.238039331940289	5.80183332037754	0.0383677114450336	0.844706615070046	1
LINC01852	-0.256630344276459	1.43330832365988	0.0383531673793325	0.844735676986193	1
SLC22A4	0.201844436916484	2.84456238831959	0.0383374659272402	0.844767058012476	1
ENSG00000237852	0.225531489286544	1.42683585144928	0.038330321525855	0.844781339069253	1
POLR3A	-0.228084114075606	4.19434122664194	0.038321347318341	0.844799279712719	1
RPUSD4	-0.213727897829098	4.39916282645011	0.0383195577405253	0.844802857579437	1
FLYWCH1	0.176755949920427	7.39410505219743	0.0383158805020649	0.844810209680155	1
CAPN3	0.213206392614621	2.92661043673288	0.0383143199911	0.844813329804406	1
ENSG00000274922	-0.219550837001915	1.79677937815861	0.0383028073490159	0.844836350505017	1
ENSG00000264895	-0.137297164267985	4.82194342058315	0.0382918801509433	0.844858203873734	1
SETD1B	-0.252300960642888	4.89168231145008	0.0382552588387313	0.84493146667101	1
CEP128	0.217204496617547	4.39304650884688	0.0382449283668542	0.84495213988848	1
ADAMTS5	-0.206975029257981	7.16483779059797	0.0382437883346256	0.844954421485014	1
INTS14	-0.26708096391637	3.94670982253417	0.0382381144326551	0.844965777439231	1
RAB11FIP4	-0.165436367650505	6.53292521613185	0.0382277956438681	0.844986432081433	1
FAM53B	-0.217778410776299	4.69496305369319	0.038220955570079	0.845000125135892	1
PACS1	-0.218319912378381	5.1532912645073	0.0382190217347933	0.845003996686175	1
MOCS1P1	-0.261543816188504	0.880685879198069	0.0382153340601379	0.845011379715659	1
BATF3	0.226260268559747	2.76864642145495	0.0382151625747831	0.845011723052513	1
RALGDS	-0.156869522317415	4.58557389895556	0.0382062198944881	0.845029628615395	1
AP5B1	-0.322080875400036	6.17927348873504	0.0382044710617073	0.845033130486044	1
TIGD2	-0.315204572858302	4.61124564527797	0.0381821016454467	0.845077930447515	1
TLNRD1	0.284170881929531	4.27989238515091	0.0381662493608346	0.845109686585437	1
ENSG00000286705	0.243799963723441	1.4035773719442	0.0381557851001499	0.845130652899455	1
PCDHGA5	-0.331711291416029	1.79764608236453	0.0381508897160643	0.845140462372523	1
TICAM1	0.264715034438401	4.19459922258089	0.0381504068371044	0.845141430010889	1
PUS7	-0.176589471247016	2.80365673549345	0.0381374370196887	0.84516742253227	1
ENSG00000272182	0.213538503879279	2.06173893070716	0.0381312402797107	0.845179842900262	1
PSTK	0.159395507304348	3.94971903006395	0.0381291997603288	0.845183933022263	1
KLHDC1	0.137214626785113	2.27623804194569	0.0381124805448545	0.84521745015786	1
RPSAP20	0.275670743419345	3.07932646054849	0.0380818154739533	0.845278944495046	1
ARMC10	-0.216903106734599	1.6604658879205	0.0380816989851773	0.845279178145327	1
ZNF333	-0.223862799457152	5.29213096990201	0.0380757384240979	0.845291134185258	1
RGS19	-0.183366291436754	2.46003681935455	0.0380751729601094	0.84529226847625	1
ENSG00000267587	0.272499071115686	1.07876452962449	0.0380722189408154	0.845298194225589	1
CTSB	0.191781971277741	10.6838828596112	0.0380709382126057	0.845300763434744	1
MIR100HG	-0.133106581254224	7.9648273050286	0.0380557046423213	0.845331326230719	1
ENSG00000204584	-0.16335611637991	1.95135859302145	0.0380548498595292	0.845333041351832	1
ENSG00000269921	0.315790305533423	1.12908095831481	0.0380512189042648	0.845340327084065	1
CEBPA-DT	-0.257664288648974	2.32789817063081	0.038022116140267	0.84539873658881	1
RPL10	-0.256818473854951	4.48835874849614	0.038009414108565	0.845424236952434	1
ACIN1	-0.198353164319342	7.94352767948718	0.0379999967625615	0.845443145897124	1
HOXA10	0.377243651537388	2.17859481929895	0.0379954221438954	0.845452332081485	1
ENSG00000248636	0.16749579372605	1.93720845344461	0.0379901818589765	0.845462855680033	1
IFT46	0.270645669816503	2.02155737381535	0.0379740458661306	0.845495264892957	1
PCDHB11	-0.200320794944704	3.47144035803242	0.0379580698463045	0.845527359841357	1
RAPSN	0.316972233436957	1.52060807280948	0.0379412843416986	0.845561088553579	1
ANGPTL6	-0.463651778803044	1.74512407940209	0.0379063168817986	0.845631376877478	1
ENSG00000251401	0.22442366696578	1.06590777495531	0.0378916037971351	0.84566096180428	1
APTX	-0.161362619862691	4.99096139566593	0.0378866681586274	0.845670887673248	1
PTCH1	0.182595882869618	4.12713397621435	0.0378809192334728	0.845682449957126	1
RREB1	-0.165181574178771	8.24952058736663	0.0378728922668046	0.845698595379608	1
WDR45	0.232627229553394	2.75772165341606	0.0378491774611973	0.845746305661311	1
ADGRE1	0.145850154199392	2.53488977897196	0.0378486093714363	0.845747448754539	1
LRRC28	0.221147426127122	3.63844935266274	0.0378413199823875	0.845762117035316	1
CFAP74	-0.152241644427681	2.10564368944889	0.0378332566028448	0.845778344508652	1
RRM1	0.274945540214148	4.74389775370002	0.0378285481595775	0.845787821035155	1
DNAJC19P5	0.448440748187995	1.23303986488334	0.0378088107712378	0.845827552479549	1
LRRC32	-0.342385398423379	6.92351547150965	0.0377537926575329	0.845938361018335	1
CREBZF	-0.170680063786544	7.01017006178453	0.0377506680059181	0.845944656697223	1
GASK1A	-0.190671289216238	5.47831590849687	0.037746802700827	0.845952445049872	1
IK	0.166262924379178	5.03154320597923	0.0377235562610245	0.845999293930756	1
IFIT2	0.144408844275509	6.17594934524393	0.0377220902806599	0.846002248843886	1
PER1	-0.184707548367969	6.41515621036556	0.0377099975042956	0.846026626002747	1
AP3M1	0.219082444079945	5.18113385203396	0.0376389091799751	0.846170011098051	1
NFE2L2	-0.201905018011584	4.3255098705233	0.037638098650417	0.846171646745308	1
NDUFA4	0.253431416020107	2.75656488675232	0.0376367336566812	0.846174401341625	1
ENSG00000255980	-0.193127159552741	1.66071450263775	0.037631502448658	0.846184958548702	1
DYNC2H1	-0.153965183630512	5.18801989348152	0.037612659580228	0.84622299203591	1
KCTD1	-0.28015799616296	4.89434492416598	0.0376099051734045	0.846228552510938	1
SCHIP1	-0.222979430804568	2.55574040993333	0.0376070765013665	0.846234263129203	1
ARHGAP45	-0.148059352256173	8.46813174875276	0.0376068413163537	0.846234737938653	1
KDM3B	0.205413774355804	7.43885691269009	0.0375674311482719	0.846314323962241	1
ZNF302	0.137540431806751	6.5922133929452	0.0375497570277785	0.846350029655663	1
IL6	0.210262457836063	1.42976489651321	0.0375428179172967	0.846364050600972	1
ENSG00000223811	0.194533986152293	1.46376937756588	0.0375151979933026	0.846419871867988	1
RIOK3	0.218186997297433	6.35020390389832	0.037514529359683	0.846421223474701	1
ENSG00000227161	0.279854257747416	1.49323828911103	0.0375141789666049	0.846421931780354	1
FAM168B	-0.342291222805759	5.31210140995767	0.037512687010036	0.846424947749564	1
FAM222B	-0.21506116908188	4.50913293425523	0.0374941727645535	0.846462379214709	1
HPCAL1	-0.19506823552443	6.89260444552862	0.0374930835389158	0.846464581672272	1
S1PR1	0.176626488000082	6.8168472658533	0.0374775347165919	0.846496025628956	1
ARHGEF2-AS2	0.255131075723865	2.11405669542677	0.0374719697540709	0.846507281144336	1
KAZN	-0.167797269919743	6.36719379558396	0.0374715939591628	0.846508041246363	1
HOXB9	-0.182417615785935	2.68089670384255	0.0374391203136106	0.846573739045902	1
HIF1A	-0.344029686487617	4.14928011567231	0.0374224943295829	0.846607386703339	1
RAN	0.21929364127655	5.31781520549097	0.0374149090374338	0.846622740389305	1
